Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,TotRmsAbvGrd,FireplaceQu,ScreenPorch,YrSold,SalePrice
264,50,RM,50,5500,NA,Reg,234,0,926,GasA,Y,SBrkr,6,NA,0,2010,130000
265,30,RM,30,5232,Grvl,IR3,0,680,680,GasA,N,FuseP,4,NA,0,2008,73000
266,20,RL,78,12090,NA,IR1,588,606,1422,GasA,Y,SBrkr,7,TA,0,2008,175500
267,60,RL,70,11207,NA,IR1,714,88,802,GasA,Y,SBrkr,8,TA,0,2006,185000
268,75,RL,60,8400,NA,Reg,378,342,720,GasA,Y,SBrkr,8,Gd,0,2008,179500
269,30,RM,71,6900,NA,Reg,403,212,740,GasA,Y,SBrkr,4,Gd,0,2008,120500
270,20,RL,NA,7917,NA,IR1,751,392,1143,GasA,Y,SBrkr,6,Fa,0,2007,148000
271,60,FV,84,10728,NA,Reg,0,1095,1095,GasA,Y,SBrkr,8,Gd,0,2006,266000
272,20,RL,73,39104,NA,IR1,226,96,1385,GasA,Y,SBrkr,5,TA,0,2008,241500
273,60,RL,92,11764,NA,IR1,524,628,1152,GasA,Y,SBrkr,9,Gd,0,2010,290000
274,20,RL,80,9600,NA,Reg,620,0,1240,GasA,Y,SBrkr,6,Gd,0,2009,139000
275,20,RL,76,8314,NA,Reg,546,270,816,GasA,Y,SBrkr,5,NA,0,2007,124500
276,50,RL,55,7264,NA,Reg,0,952,952,GasW,N,SBrkr,5,NA,144,2009,205000
277,20,RL,129,9196,NA,IR1,0,1560,1560,GasA,Y,SBrkr,7,NA,0,2010,201000
278,20,RL,140,19138,NA,Reg,120,744,864,GasA,Y,SBrkr,4,NA,0,2010,141000
279,20,RL,107,14450,NA,Reg,0,2121,2121,GasA,Y,SBrkr,8,Ex,142,2007,415298
280,60,RL,83,10005,NA,Reg,392,768,1160,GasA,Y,SBrkr,8,TA,0,2008,192000
281,60,RL,82,11287,NA,Reg,421,386,807,GasA,Y,SBrkr,7,TA,0,2007,228500
282,20,FV,60,7200,Pave,Reg,905,357,1262,GasA,Y,SBrkr,5,NA,0,2006,185000
283,120,RL,34,5063,NA,Reg,904,410,1314,GasA,Y,SBrkr,6,Gd,0,2009,207500
284,20,RL,74,9612,NA,Reg,0,1468,1468,GasA,Y,SBrkr,6,Gd,0,2009,244600
285,120,RL,50,8012,NA,Reg,430,1145,1575,GasA,Y,SBrkr,5,NA,0,2007,179200
286,160,FV,35,4251,Pave,IR1,0,625,625,GasA,Y,SBrkr,5,NA,0,2007,164700
287,50,RL,77,9786,NA,IR1,600,312,912,GasA,Y,SBrkr,7,Gd,128,2006,159000
288,20,RL,NA,8125,NA,IR1,614,244,858,GasA,Y,SBrkr,5,NA,0,2006,88000
289,20,RL,NA,9819,NA,IR1,450,432,882,GasA,Y,SBrkr,5,NA,0,2010,122000
290,70,RL,60,8730,NA,Reg,0,698,698,GasA,Y,FuseA,7,NA,259,2007,153575
291,60,RL,120,15611,NA,Reg,0,1079,1079,GasA,Y,SBrkr,8,Gd,0,2006,233230
292,190,RL,55,5687,Grvl,Reg,210,570,780,GasA,N,SBrkr,9,NA,0,2008,135900
293,50,RL,60,11409,NA,Reg,292,476,768,GasA,Y,SBrkr,8,Gd,160,2009,131000
294,60,RL,NA,16659,NA,IR1,795,0,795,GasA,Y,SBrkr,9,TA,0,2006,235000
295,20,RL,80,9600,NA,Reg,1285,131,1416,GasA,Y,SBrkr,7,Gd,0,2009,167000
296,80,RL,37,7937,NA,IR1,819,184,1003,GasA,Y,SBrkr,6,NA,0,2006,142500
297,50,RM,75,13710,NA,Reg,420,490,910,GasA,Y,FuseA,6,NA,0,2007,152000
298,60,FV,66,7399,Pave,IR1,649,326,975,GasA,Y,SBrkr,7,TA,198,2007,239000
299,60,RL,90,11700,NA,Reg,384,143,702,GasA,Y,SBrkr,7,Gd,0,2007,175000
300,20,RL,80,14000,NA,Reg,0,1092,1092,GasA,Y,SBrkr,6,Gd,0,2009,158500
301,190,RL,90,15750,NA,Reg,841,324,1165,GasA,Y,SBrkr,5,Gd,0,2006,157000
302,60,RL,66,16226,NA,IR3,281,747,1028,GasA,Y,SBrkr,9,TA,0,2007,267000
303,20,RL,118,13704,NA,IR1,0,1541,1541,GasA,Y,SBrkr,6,TA,0,2006,205000
304,20,RL,70,9800,NA,Reg,894,0,894,GasA,Y,SBrkr,5,NA,0,2006,149900
305,75,RM,87,18386,NA,Reg,0,1470,1470,GasA,Y,SBrkr,10,Ex,0,2008,295000
306,20,RL,80,10386,NA,Reg,1464,536,2000,GasA,Y,SBrkr,8,NA,0,2007,305900
307,60,RL,116,13474,NA,Reg,700,0,700,GasA,Y,SBrkr,8,TA,0,2007,225000
308,50,RM,NA,7920,Grvl,IR1,0,319,319,GasA,Y,FuseA,6,NA,0,2008,89500
309,30,RL,NA,12342,NA,IR1,262,599,861,GasA,Y,SBrkr,4,NA,0,2009,82500
310,20,RL,90,12378,NA,IR1,1274,622,1896,GasA,Y,SBrkr,8,Ex,0,2006,360000
311,60,RL,NA,7685,NA,IR1,518,179,697,GasA,Y,SBrkr,6,TA,0,2006,165600
312,20,RL,50,8000,NA,Reg,680,292,972,GasA,Y,SBrkr,5,Gd,0,2009,132000
313,190,RM,65,7800,NA,Reg,507,286,793,GasA,Y,SBrkr,5,Gd,271,2006,119900
314,20,RL,150,215245,NA,IR3,1236,80,2136,GasW,Y,SBrkr,8,Gd,0,2009,375000
315,70,RM,60,9600,Grvl,Reg,16,712,728,GasA,Y,SBrkr,6,Gd,0,2006,178000
316,60,RL,71,7795,NA,IR1,425,291,716,GasA,Y,SBrkr,6,Gd,0,2009,188500
317,60,RL,94,13005,NA,IR1,692,153,845,GasA,Y,SBrkr,10,TA,0,2009,260000
318,60,FV,75,9000,NA,Reg,0,1088,1088,GasA,Y,SBrkr,8,Gd,0,2007,270000
319,60,RL,90,9900,NA,Reg,987,360,1347,GasA,Y,SBrkr,9,TA,0,2009,260000
320,80,RL,NA,14115,NA,Reg,1036,336,1372,GasA,Y,SBrkr,6,TA,0,2009,187500
321,60,RL,111,16259,NA,Reg,0,1249,1249,GasA,Y,SBrkr,9,NA,0,2006,342643
322,60,RL,99,12099,NA,IR1,970,166,1136,GasA,Y,SBrkr,10,Gd,0,2007,354000
323,60,RL,86,10380,NA,IR1,28,0,1502,GasA,Y,SBrkr,8,TA,0,2007,301000
324,20,RM,49,5820,NA,Reg,256,906,1162,GasA,Y,SBrkr,6,NA,0,2006,126175
325,80,RL,96,11275,NA,Reg,0,710,710,GasA,Y,SBrkr,11,Gd,0,2010,242000
326,45,RM,50,5000,NA,Reg,116,604,720,GasA,N,FuseF,5,NA,0,2007,87000
327,120,RL,32,10846,NA,IR1,1619,100,1719,GasA,Y,SBrkr,6,Gd,0,2008,324000
328,20,RL,80,11600,NA,Reg,565,818,1383,GasA,Y,SBrkr,7,NA,0,2006,145250
329,75,RL,NA,11888,Pave,IR1,0,844,844,GasA,N,FuseA,10,NA,0,2009,214500
330,70,RM,60,6402,NA,Reg,0,596,596,GasA,N,SBrkr,6,NA,0,2009,78000
331,90,RL,NA,10624,NA,IR1,40,1424,1728,GasA,Y,SBrkr,10,NA,0,2007,119000
332,20,RL,70,8176,NA,Reg,846,210,1056,GasA,Y,SBrkr,6,NA,0,2007,139000
333,20,RL,85,10655,NA,IR1,1124,1603,3206,GasA,Y,SBrkr,7,Gd,0,2009,284000
334,120,RM,59,8198,NA,Reg,720,638,1358,GasA,Y,SBrkr,6,Gd,0,2008,207000
335,60,RL,59,9042,NA,IR1,828,115,943,GasA,Y,SBrkr,7,TA,0,2008,192000
336,190,RL,NA,164660,NA,IR1,1249,103,1499,GasA,Y,SBrkr,7,Gd,0,2008,228950
337,20,RL,86,14157,NA,IR1,1249,673,1922,GasA,Y,SBrkr,8,Gd,0,2007,377426
338,20,RL,70,9135,NA,Reg,810,726,1536,GasA,Y,SBrkr,7,NA,0,2008,214000
339,20,RL,91,14145,NA,Reg,213,995,1208,GasA,Y,SBrkr,8,NA,0,2006,202500
340,20,RL,66,12400,NA,IR1,585,630,1215,GasA,Y,FuseA,6,NA,234,2009,155000
341,60,RL,85,14191,NA,Reg,0,967,967,GasA,Y,SBrkr,9,NA,0,2010,202900
342,20,RH,60,8400,NA,Reg,0,721,721,GasA,Y,SBrkr,4,NA,0,2009,82000
343,90,RL,NA,8544,NA,Reg,0,0,0,Wall,N,FuseA,6,NA,0,2006,87500
344,120,RL,63,8849,NA,IR1,28,1656,1684,GasA,Y,SBrkr,6,Ex,0,2008,266000
345,160,RM,36,2592,NA,Reg,129,175,536,GasA,Y,SBrkr,4,NA,0,2010,85000
346,50,RL,65,6435,NA,Reg,0,972,972,GasA,Y,SBrkr,6,Gd,0,2006,140200
347,20,RL,NA,12772,NA,IR1,498,460,958,GasA,Y,SBrkr,5,NA,0,2007,151500
348,20,RL,NA,17600,NA,IR1,1270,208,1478,GasA,Y,FuseA,6,Gd,0,2009,157500
349,160,RL,36,2448,NA,Reg,573,191,764,GasA,Y,SBrkr,6,NA,0,2008,154000
350,60,RL,56,20431,NA,IR2,1410,438,1848,GasA,Y,SBrkr,10,Ex,0,2006,437154
351,120,RL,68,7820,NA,IR1,0,1869,1869,GasA,Y,SBrkr,6,Gd,0,2007,318061
352,120,RL,NA,5271,NA,IR1,1082,371,1453,GasA,Y,SBrkr,6,TA,184,2006,190000
353,50,RL,60,9084,NA,Reg,236,0,616,GasA,N,SBrkr,5,NA,0,2008,95000
354,30,RM,60,8520,NA,Reg,0,624,624,GasA,Y,SBrkr,5,NA,0,2010,105900
355,50,RL,60,8400,NA,Reg,388,552,940,GasA,Y,SBrkr,6,Gd,0,2006,140000
356,20,RL,105,11249,NA,IR2,334,322,1200,GasA,Y,SBrkr,6,NA,0,2007,177500
357,20,RL,NA,9248,NA,IR1,560,598,1158,GasA,Y,SBrkr,6,NA,0,2009,173000
358,120,RM,44,4224,NA,Reg,874,268,1142,GasA,Y,SBrkr,6,Po,0,2007,134000
359,80,RL,92,6930,NA,IR1,300,468,1062,GasA,Y,FuseF,6,NA,0,2006,130000
360,60,RL,78,12011,NA,IR1,956,130,1086,GasA,Y,SBrkr,7,TA,374,2006,280000
361,85,RL,NA,7540,NA,IR1,773,115,888,GasA,Y,SBrkr,5,TA,192,2007,156000
362,50,RL,NA,9144,Pave,Reg,399,484,883,GasA,Y,SBrkr,8,NA,0,2008,145000
363,85,RL,64,7301,NA,Reg,0,0,0,GasA,Y,SBrkr,7,Ex,0,2009,198500
364,160,RM,21,1680,NA,Reg,162,321,483,GasA,Y,SBrkr,5,NA,0,2009,118000
365,60,RL,NA,18800,NA,IR1,712,84,796,GasA,Y,SBrkr,6,TA,0,2006,190000
366,70,RM,59,10690,NA,Reg,456,216,672,GasA,Y,FuseA,6,NA,0,2009,147000
367,20,RL,NA,9500,NA,IR1,609,785,1394,GasA,Y,SBrkr,6,Gd,185,2009,159000
368,80,RL,101,9150,NA,IR1,371,728,1099,GasA,Y,SBrkr,6,Gd,0,2008,165000
369,20,RL,78,7800,NA,Reg,540,728,1268,GasA,Y,SBrkr,7,Gd,0,2010,132000
370,20,RL,NA,9830,NA,IR1,72,733,1063,GasA,Y,SBrkr,7,Gd,182,2010,162000
371,60,RL,NA,8121,NA,IR1,0,953,953,GasA,Y,SBrkr,7,TA,0,2006,172400
372,50,RL,80,17120,NA,Reg,0,0,0,GasA,Y,SBrkr,7,Gd,0,2008,134432
373,120,RL,50,7175,NA,Reg,623,0,744,GasA,Y,SBrkr,4,NA,90,2010,125000
374,20,RL,79,10634,NA,Reg,428,0,608,GasA,Y,SBrkr,5,NA,0,2009,123000
375,60,RL,65,8200,NA,Reg,0,847,847,GasA,Y,SBrkr,8,Gd,0,2007,219500
376,30,RL,NA,10020,NA,IR1,350,333,683,GasA,N,FuseA,4,NA,0,2009,61000
377,85,RL,57,8846,NA,IR1,298,572,870,GasA,Y,SBrkr,5,NA,0,2006,148000
378,60,FV,102,11143,NA,IR1,0,1580,1580,GasA,Y,SBrkr,8,Gd,0,2007,340000
379,20,RL,88,11394,NA,Reg,1445,411,1856,GasA,Y,SBrkr,8,Ex,0,2010,394432
380,60,RL,60,8123,NA,IR1,0,982,982,GasA,Y,SBrkr,7,TA,0,2009,179000
381,50,RL,50,5000,Pave,Reg,218,808,1026,GasA,Y,SBrkr,6,Gd,0,2010,127000
382,20,FV,60,7200,Pave,Reg,0,1293,1293,GasA,Y,SBrkr,5,Gd,0,2006,187750
383,60,RL,79,9245,NA,IR1,0,939,939,GasA,Y,SBrkr,8,NA,0,2007,213500
384,45,RH,60,9000,NA,Reg,0,784,784,GasA,N,FuseA,5,NA,0,2009,76000
385,60,RL,NA,53107,NA,IR2,985,595,1580,GasA,Y,SBrkr,9,Fa,0,2007,240000
386,120,RL,43,3182,NA,Reg,24,1232,1256,GasA,Y,SBrkr,6,TA,144,2010,192000
387,50,RL,58,8410,NA,Reg,0,658,658,GasA,Y,SBrkr,8,NA,0,2006,81000
388,80,RL,72,7200,NA,Reg,631,410,1041,GasA,Y,SBrkr,6,Fa,0,2009,125000
389,20,RL,93,9382,NA,IR1,0,1468,1468,GasA,Y,SBrkr,6,NA,0,2008,191000
390,60,RL,96,12474,NA,Reg,1280,402,1682,GasA,Y,SBrkr,9,Ex,0,2008,426000
391,50,RL,50,8405,Grvl,Reg,241,229,861,GasA,Y,SBrkr,7,NA,0,2008,119000
392,60,RL,71,12209,NA,IR1,690,114,804,GasA,Y,SBrkr,7,TA,0,2009,215000
393,20,RL,NA,8339,NA,IR1,0,0,0,GasA,Y,SBrkr,5,NA,0,2007,106500
394,30,RL,NA,7446,NA,Reg,266,522,788,GasA,Y,FuseA,4,TA,0,2006,100000
395,50,RL,60,10134,NA,Reg,0,735,735,GasA,Y,FuseA,5,NA,0,2007,109000
396,20,RL,68,9571,NA,Reg,739,405,1144,GasA,Y,SBrkr,6,NA,0,2010,129000
397,20,RL,60,7200,NA,Reg,777,117,894,GasA,Y,SBrkr,6,NA,0,2009,123000
398,60,RL,69,7590,NA,Reg,540,324,864,GasA,Y,SBrkr,8,TA,0,2007,169500
399,30,RM,60,8967,NA,Reg,0,961,961,GasA,Y,Mix,6,NA,0,2007,67000
400,60,FV,65,8125,NA,Reg,812,280,1092,GasA,Y,SBrkr,7,NA,0,2009,241000
401,120,RL,38,14963,NA,IR2,786,474,1260,GasA,Y,SBrkr,4,Gd,224,2008,245500
402,20,RL,65,8767,NA,IR1,24,1286,1310,GasA,Y,SBrkr,6,Gd,0,2006,164990
403,30,RL,60,10200,NA,Reg,0,672,672,GasA,Y,SBrkr,4,NA,0,2008,108000
404,60,RL,93,12090,NA,Reg,0,1141,1141,GasA,Y,SBrkr,10,TA,0,2006,258000
405,60,RL,NA,10364,NA,IR1,0,806,806,GasA,Y,SBrkr,7,TA,0,2007,168000
406,20,RL,NA,9991,NA,IR1,1116,165,1281,GasA,Y,SBrkr,8,TA,0,2009,150000
407,50,RL,51,10480,NA,Reg,0,1064,1064,GasA,Y,FuseA,6,NA,0,2008,115000
408,70,RL,63,15576,NA,Reg,0,840,840,GasA,Y,SBrkr,8,NA,0,2008,177000
409,60,RL,109,14154,NA,Reg,0,1063,1063,GasA,Y,SBrkr,9,Gd,0,2007,280000
410,60,FV,85,10800,NA,Reg,789,245,1034,GasA,Y,SBrkr,8,Gd,0,2008,339750
411,20,RL,68,9571,NA,Reg,0,1276,1276,GasA,Y,FuseA,5,NA,0,2009,60000
412,190,RL,100,34650,NA,Reg,1056,0,1056,GasA,N,SBrkr,5,NA,0,2006,145000
413,20,FV,NA,4403,NA,IR2,578,892,1470,GasA,Y,SBrkr,7,Gd,0,2010,222000
414,30,RM,56,8960,Grvl,Reg,0,1008,1008,GasA,Y,FuseA,5,Gd,0,2010,115000
415,60,RL,59,11228,NA,IR2,50,499,1080,GasA,Y,SBrkr,9,TA,0,2008,228000
416,20,RL,73,8899,NA,IR1,24,1316,1340,GasA,Y,SBrkr,6,NA,0,2007,181134
417,60,RL,74,7844,NA,Reg,209,463,672,GasA,Y,SBrkr,6,TA,0,2006,149500
418,70,RL,86,22420,NA,IR1,1128,242,1370,GasW,N,FuseA,10,Gd,0,2007,239000
419,50,RL,60,8160,NA,Reg,312,444,756,GasA,N,FuseF,7,NA,0,2007,126000
420,20,RL,65,8450,NA,Reg,775,281,1056,GasA,Y,SBrkr,6,Fa,0,2010,142000
421,90,RM,78,7060,NA,Reg,1309,35,1344,GasA,Y,SBrkr,8,NA,0,2008,206300
422,20,RL,NA,16635,NA,IR1,1246,356,1602,GasA,Y,SBrkr,8,TA,0,2009,215000
423,20,RL,100,21750,NA,Reg,0,988,988,GasA,Y,FuseA,4,NA,0,2008,113000
424,60,RL,80,9200,NA,Reg,986,484,1470,GasA,Y,SBrkr,8,TA,0,2008,315000
425,20,RL,72,9000,NA,Reg,616,580,1196,GasA,Y,FuseA,6,Gd,0,2008,139000
426,60,RM,60,3378,Grvl,Reg,0,651,651,GasA,Y,SBrkr,6,Gd,0,2009,135000
427,80,RL,NA,12800,NA,Reg,1518,0,1518,GasA,Y,SBrkr,5,TA,396,2009,275000
428,20,RL,77,8593,NA,IR1,288,619,907,GasA,Y,SBrkr,5,NA,0,2008,109008
429,20,RL,64,6762,NA,Reg,664,544,1208,GasA,Y,SBrkr,6,NA,0,2007,195400
430,20,RL,130,11457,NA,IR1,1005,387,1392,GasA,Y,SBrkr,6,TA,0,2009,175000
431,160,RM,21,1680,NA,Reg,387,96,483,GasA,Y,SBrkr,4,NA,0,2008,85400
432,50,RM,60,5586,NA,IR1,0,901,901,GasA,Y,SBrkr,7,NA,0,2008,79900
433,160,RM,24,1920,NA,Reg,471,294,765,GasA,Y,SBrkr,6,NA,0,2007,122500
434,60,RL,100,10839,NA,IR1,0,926,926,GasA,Y,SBrkr,7,TA,0,2008,181000
435,180,RM,21,1890,NA,Reg,495,135,630,GasA,Y,SBrkr,3,NA,0,2008,81000
436,60,RL,43,10667,NA,IR2,385,70,799,GasA,Y,SBrkr,6,TA,0,2009,212000
437,50,RM,40,4400,NA,Reg,0,648,648,GasA,Y,FuseA,6,NA,0,2006,116000
438,45,RM,50,6000,NA,Reg,0,884,884,GasA,Y,SBrkr,4,NA,0,2009,119000
439,30,RL,40,4280,NA,Reg,365,75,440,GasA,N,SBrkr,4,Gd,0,2007,90350
440,50,RL,67,12354,Grvl,Reg,0,684,684,GasA,Y,SBrkr,7,NA,0,2009,110000
441,20,RL,105,15431,NA,Reg,1767,788,3094,GasA,Y,SBrkr,10,Gd,170,2009,555000
442,90,RL,92,12108,NA,Reg,133,1307,1440,GasA,N,FuseF,8,NA,0,2008,118000
443,50,RM,52,6240,NA,Reg,0,1078,1078,GasA,Y,SBrkr,8,Gd,0,2008,162900
444,120,RL,53,3922,NA,Reg,0,1258,1258,GasA,Y,SBrkr,6,Gd,0,2007,172500
445,60,RL,70,8750,NA,Reg,642,273,915,GasA,Y,SBrkr,8,TA,0,2008,210000
446,20,RL,73,9855,NA,Reg,0,1436,1436,GasA,Y,SBrkr,7,Gd,0,2009,127500
447,20,RL,137,16492,NA,IR1,247,557,1517,GasA,Y,SBrkr,6,Gd,0,2010,190000
448,60,RL,NA,11214,NA,IR1,0,930,930,GasA,Y,SBrkr,10,TA,0,2006,199900
449,50,RM,50,8600,NA,Reg,0,780,780,GasA,Y,SBrkr,7,Gd,0,2006,119500
450,50,RM,50,6000,NA,Reg,331,318,649,GasA,Y,SBrkr,6,NA,0,2007,120000
451,30,RM,70,5684,NA,Reg,0,813,813,GasA,Y,FuseA,5,NA,0,2006,110000
452,20,RL,62,70761,NA,IR1,655,878,1533,GasA,Y,SBrkr,5,TA,0,2006,280000
453,60,RL,NA,9303,NA,IR1,742,130,872,GasA,Y,SBrkr,7,NA,0,2007,204000
454,60,FV,75,9000,NA,Reg,0,768,768,GasA,Y,SBrkr,6,NA,0,2009,210000
455,90,RL,63,9297,NA,Reg,1606,122,1728,GasA,Y,SBrkr,8,NA,0,2006,188000
456,20,RL,80,9600,NA,Reg,916,326,1242,GasA,Y,SBrkr,6,TA,0,2007,175500
457,70,RM,34,4571,Grvl,Reg,0,624,624,GasA,N,SBrkr,7,NA,0,2008,98000
458,20,RL,NA,53227,NA,IR1,1116,248,1364,GasA,Y,SBrkr,6,Gd,0,2008,256000
459,70,RM,NA,5100,Grvl,Reg,0,588,588,GasA,Y,SBrkr,7,Gd,0,2008,161000
460,50,RL,NA,7015,NA,IR1,185,524,709,GasA,Y,SBrkr,5,TA,0,2009,110000
461,60,FV,75,8004,NA,IR1,544,288,832,GasA,Y,SBrkr,8,NA,0,2009,263435
462,70,RL,60,7200,NA,Reg,350,0,560,GasA,Y,SBrkr,6,NA,0,2009,155000
463,20,RL,60,8281,NA,IR1,553,0,864,GasA,Y,SBrkr,5,Po,0,2009,62383
464,70,RL,74,11988,NA,IR1,326,389,715,GasA,Y,FuseA,6,Gd,0,2008,188700
465,20,RL,60,8430,NA,Reg,616,424,1040,GasA,Y,SBrkr,5,NA,0,2009,124000
466,120,RM,NA,3072,NA,Reg,0,1375,1375,GasA,Y,SBrkr,6,TA,0,2006,178740
467,20,RL,85,10628,NA,Reg,778,499,1277,GasA,Y,SBrkr,5,Po,176,2007,167000
468,70,RL,79,9480,NA,Reg,386,342,728,GasA,Y,SBrkr,7,Gd,0,2007,146500
469,20,RL,98,11428,NA,IR1,0,1626,1626,GasA,Y,SBrkr,7,Gd,0,2007,250000
470,60,RL,76,9291,NA,IR1,426,406,832,GasA,Y,SBrkr,7,NA,0,2008,187000
471,120,RL,NA,6820,NA,IR1,368,0,1488,GasA,Y,SBrkr,4,NA,140,2010,212000
472,60,RL,92,11952,NA,Reg,0,808,808,GasA,Y,SBrkr,8,Gd,276,2007,190000
473,180,RM,35,3675,NA,Reg,459,88,547,GasA,Y,SBrkr,5,NA,0,2008,148000
474,20,RL,110,14977,NA,IR1,1350,626,1976,GasA,Y,SBrkr,7,Ex,0,2007,440000
475,120,RL,41,5330,NA,Reg,1196,298,1494,GasA,Y,SBrkr,6,NA,0,2007,251000
476,20,RL,80,8480,NA,Reg,630,340,970,GasA,Y,SBrkr,5,NA,192,2007,132500
477,20,RL,75,13125,NA,Reg,994,484,1478,GasA,Y,SBrkr,7,TA,0,2008,208900
478,60,RL,105,13693,NA,Reg,0,2153,2153,GasA,Y,SBrkr,9,Gd,0,2007,380000
479,20,RL,79,10637,NA,Reg,1288,417,1705,GasA,Y,SBrkr,7,Gd,0,2009,297000
480,30,RM,50,5925,NA,Reg,168,739,907,GasA,Y,SBrkr,7,NA,0,2007,89471
481,20,RL,98,16033,NA,IR1,1261,572,1833,GasA,Y,SBrkr,8,Gd,0,2006,326000
482,20,RL,72,11846,NA,IR1,1567,225,1792,GasA,Y,SBrkr,6,Gd,0,2006,374000
483,70,RM,50,2500,Pave,Reg,299,611,910,GasA,Y,SBrkr,7,Gd,0,2009,155000
484,120,RM,32,4500,NA,Reg,897,319,1216,GasA,Y,SBrkr,5,NA,0,2006,164000
485,20,RL,NA,7758,NA,IR1,588,411,999,GasA,Y,SBrkr,6,NA,0,2007,132500
486,20,RL,80,9600,NA,Reg,607,506,1113,GasA,Y,SBrkr,5,Gd,0,2009,147000
487,20,RL,79,10289,NA,Reg,836,237,1073,GasA,Y,SBrkr,6,NA,0,2007,156000
488,20,RL,70,12243,NA,IR1,998,486,1484,GasA,Y,SBrkr,7,TA,180,2007,175000
489,190,RL,60,10800,NA,Reg,664,290,954,GasA,N,FuseA,10,Gd,0,2006,160000
490,180,RM,21,1526,NA,Reg,515,115,630,GasA,Y,SBrkr,3,NA,0,2009,86000
491,160,RM,NA,2665,NA,Reg,0,264,264,GasA,Y,SBrkr,4,Gd,0,2008,115000
492,50,RL,79,9490,NA,Reg,403,238,806,GasA,Y,FuseA,5,TA,0,2006,133000
493,60,RL,105,15578,NA,IR1,0,728,728,GasA,Y,SBrkr,8,NA,0,2006,172785
494,20,RL,70,7931,NA,Reg,374,363,1269,GasA,Y,FuseA,6,Fa,0,2008,155000
495,30,RM,50,5784,NA,Reg,0,190,190,GasA,Y,FuseA,4,NA,0,2009,91300
496,30,C (all),60,7879,NA,Reg,495,225,720,GasA,N,FuseA,4,NA,0,2009,34900
497,20,RL,NA,12692,NA,IR1,1231,1969,3200,GasA,Y,SBrkr,10,Gd,0,2007,430000
498,50,RL,60,9120,Pave,Reg,329,697,1026,GasA,Y,SBrkr,8,NA,0,2008,184000
499,20,RL,65,7800,NA,Reg,450,414,864,GasA,Y,SBrkr,5,NA,0,2009,130000
500,20,RL,70,7535,NA,IR1,111,522,912,GasA,Y,SBrkr,5,NA,0,2007,120000
501,160,RM,21,1890,NA,Reg,356,316,672,GasA,Y,SBrkr,7,NA,0,2007,113000
502,60,FV,75,9803,NA,Reg,400,466,866,GasA,Y,SBrkr,7,NA,0,2008,226700
503,20,RL,70,9170,NA,Reg,698,420,1214,GasA,Y,SBrkr,6,NA,0,2007,140000
504,20,RL,100,15602,NA,IR1,1247,254,1501,GasA,Y,SBrkr,6,TA,161,2010,289000
505,160,RL,24,2308,NA,Reg,257,103,855,GasA,Y,SBrkr,6,Fa,0,2009,147000
506,90,RM,60,7596,Grvl,Reg,0,960,960,GasA,Y,SBrkr,10,NA,0,2009,124500
507,60,RL,80,9554,NA,IR1,380,397,777,GasA,Y,SBrkr,8,TA,0,2006,215000
508,20,FV,75,7862,NA,IR1,27,1191,1218,GasA,Y,SBrkr,4,NA,0,2009,208300
509,70,RM,60,9600,NA,Reg,141,548,689,GasA,Y,SBrkr,7,Gd,0,2008,161000
510,20,RL,80,9600,NA,Reg,991,50,1041,GasA,Y,SBrkr,6,NA,0,2009,124500
511,20,RL,75,14559,NA,Reg,650,178,1008,GasA,Y,SBrkr,6,TA,168,2009,164900
512,120,RL,40,6792,NA,IR1,0,1368,1368,GasA,Y,SBrkr,6,Gd,0,2006,202665
513,20,RL,70,9100,NA,Reg,521,169,864,GasA,Y,SBrkr,5,NA,0,2006,129900
514,20,RL,71,9187,NA,Reg,336,748,1084,GasA,Y,SBrkr,5,NA,0,2007,134000
515,45,RL,55,10594,NA,Reg,0,768,768,Grav,N,SBrkr,5,NA,0,2007,96500
516,20,RL,94,12220,NA,Reg,1436,570,2006,GasA,Y,SBrkr,9,Gd,0,2009,402861
517,80,RL,NA,10448,NA,IR1,0,689,689,GasA,Y,SBrkr,7,TA,0,2009,158000
518,60,RL,79,10208,NA,IR1,0,1264,1264,GasA,Y,SBrkr,7,TA,0,2009,265000
519,60,RL,NA,9531,NA,IR1,706,88,794,GasA,Y,SBrkr,7,NA,0,2007,211000
520,70,RL,53,10918,NA,Reg,0,1276,1276,GasA,Y,SBrkr,9,Gd,145,2009,234000
521,190,RL,60,10800,Grvl,Reg,0,0,0,GasA,N,FuseA,7,NA,0,2008,106250
522,20,RL,90,11988,NA,IR1,777,467,1244,GasA,Y,FuseA,6,Gd,0,2007,150000
523,50,RM,50,5000,NA,Reg,399,605,1004,GasA,Y,SBrkr,7,Gd,0,2006,159000
524,60,RL,130,40094,NA,IR1,2260,878,3138,GasA,Y,SBrkr,11,Gd,0,2007,184750
525,60,RL,95,11787,NA,IR1,719,660,1379,GasA,Y,SBrkr,8,TA,0,2007,315750
526,20,FV,62,7500,Pave,Reg,0,1257,1257,GasA,Y,SBrkr,6,TA,0,2006,176000
527,20,RL,70,13300,NA,Reg,377,551,928,GasA,Y,SBrkr,4,NA,0,2007,132000
528,60,RL,67,14948,NA,IR1,1330,122,1452,GasA,Y,SBrkr,11,Gd,0,2008,446261
